of HHincome,mean(HHincome),      Freq.,Percent,e(y| y > z),inv Pareto,e(y| y <z)
1,0.0,16937,6.28,5345838.51135121,,
43,8.21304607391357,75,0.03,5352512.45679229,651708.563256821,0.0
44,11854.544921875,398,0.15,5359188.27918213,452.078786195572,4.10652303695679
45,24191.185546875,400,0.15,5365865.37191509,221.810764979571,3954.25265598297
46,34143.46484375,447,0.17,5372546.72768836,157.352124404322,9013.48587870598
47,41661.97265625,447,0.17,5379235.41621412,129.116195735565,14039.4816717148
48,49069.69921875,497,0.18,5385931.6043008,109.760844065716,18643.2301691373
49,57164.125,275,0.1,5392634.45647602,94.3359923111921,22989.8686047963
50,68848.234375,573,0.21,5399339.47690688,78.4237900350205,27261.6506541967
51,82782.34375,826,0.31,5406043.8364695,65.304309972131,31882.3821787304
53,92194.484375,224,0.08,5412753.24221709,58.7101633998058,36972.3783358574
54,99991.0703125,653,0.24,5419469.75570875,54.1995374064044,41992.5697939613
55,106382.796875,134,0.05,5426195.18223892,51.0063219019774,46825.7781705062
56,117626.34375,332,0.12,5432923.40636882,46.187981647341,51407.0873016211
57,126855.578125,568,0.21,5439656.99498334,42.880707930898,56137.034190791
58,146297.015625,549,0.2,5446382.99241582,37.2282576589014,60851.6037864049
59,157559.296875,196,0.07,5453111.77574348,34.6099016935174,66191.9420263171
60,166259.390625,731,0.27,5459846.61954618,32.8393277457688,71566.4923115338
62,177179.171875,305,0.11,5466584.71578045,30.8534273974208,76827.2088845041
63,198402.28125,1416,0.53,5473312.9181234,27.5869454909476,82108.8911471618
66,206620.296875,344,0.13,5480047.81917359,26.5223112252563,87923.5606523037
67,220635.890625,344,0.13,5486782.02138684,24.8680394012249,93575.7861867178
68,238777.203125,1122,0.42,5493510.23269231,23.0068455480503,99351.245479367
71,248490.84375,913,0.34,5500243.24859596,22.134591221114,105413.243637873
73,254839.8125,108,0.04,5506985.41239557,21.6095960767338,111374.810309211
74,264707.6875,419,0.16,5513732.23057432,20.8295130475737,117113.410396843
75,277793.78125,315,0.12,5520479.57393686,19.8725815570677,122790.113362349
76,288831.0,474,0.18,5527230.08822581,19.1365542072209,128530.989950781
77,299599.9375,1596,0.59,5533984.13234819,18.4712459506043,134255.990309681
80,300008.21875,6,0.0,5540755.12318079,18.4686777791176,139957.505730037
81,313931.53125,561,0.21,5547525.62006153,17.6711322942701,145292.529497369
82,324125.4375,232,0.09,5554300.45817121,17.1362682948055,150732.497295841
83,332376.53125,518,0.19,5561082.17755682,16.7312720806211,156151.026677221
84,339614.125,366,0.14,5567872.12300878,16.3947012598748,161491.193482457
85,348818.3125,483,0.18,5574667.76599121,15.9815799980146,166730.103232973
86,350008.15625,2,0.0,5581479.57773794,15.9467128924597,171932.623497745
87,357695.6875,251,0.09,5588299.13895235,15.6230542727814,176879.166074196
88,369231.59375,437,0.16,5595121.44946895,15.1534200869531,181766.099085705
89,385124.59375,418,0.15,5601940.81708115,14.5457883188774,186699.40157687
90,399595.5,2039,0.76,5608759.0940367,14.0360917328566,191787.227017207
95,405060.8125,204,0.08,5615588.09440617,13.863567941187,196982.433841777
96,415217.84375,448,0.17,5622421.69526117,13.540896134142,202057.516248075
97,421074.96875,360,0.13,5629265.5725329,13.3687965096664,207132.762140978
98,436805.75,663,0.25,5636106.75806983,12.9030049583135,212108.162294676
99,443531.3125,121,0.04,5642957.12145449,12.7227930980735,217214.925651615
100,449887.4375,547,0.2,5649817.18708719,12.5582906215006,222244.178692691
101,457542.375,229,0.08,5656685.27546296,12.3631942843829,227192.945188502
102,468307.96875,325,0.12,5663557.29838576,12.093659891167,232093.996886619
103,479780.15625,460,0.17,5670432.33438329,11.8188138056893,237015.121300439
104,482751.5625,127,0.05,5677321.68467795,11.7603382892789,241969.509768797
105,498851.03125,2675,0.99,5684207.94884475,11.3945999762725,246785.150823421
111,508339.0625,240,0.09,5691099.91806758,11.1954802176305,251727.61906708
112,519665.84375,331,0.12,5697995.1635,10.9647290312218,256662.454517713
113,529475.5625,313,0.12,5704895.72371495,10.7746157287759,261624.782616435
114,538948.125,486,0.18,5711802.07077206,10.5980553708616,266584.982243909
115,547683.6875,536,0.2,5718715.21452477,10.4416387506973,271537.039384929
116,554936.625,75,0.03,5725637.16973861,10.3176415320193,276468.229529841
117,560913.0,276,0.1,5732569.68540268,10.2200692182258,281353.639976686
118,570296.625,359,0.13,5739508.22446237,10.0640753826351,286173.628942605
119,581216.0625,431,0.16,5746450.74419583,9.88694414169916,290989.272943577
120,598882.4375,2864,1.06,5753388.16778976,9.60687408334588,295826.386102851
127,605778.625,176,0.07,5760335.009278,9.50897699514902,300794.518092968
128,617974.75,375,0.14,5767284.14476351,9.33255629742722,305713.616591469
129,627093.875,269,0.1,5774239.74729364,9.20793517125907,310670.142518588
130,637751.9375,546,0.2,5781199.75787602,9.06496620071188,315614.263338611
131,643488.5,152,0.06,5788170.87220149,8.99498727980608,320570.227556478
132,649929.375,469,0.17,5795152.17858356,8.91658755781512,325462.928654107
133,657169.5625,254,0.09,5802142.63112245,8.82898868451846,330305.711435389
134,665929.4375,403,0.15,5809140.19678134,8.72335696495071,335112.532774575
135,676039.625,426,0.16,5816143.0625,8.60325763079346,339906.980669146
136,683984.75,162,0.06,5823154.20773566,8.5135731574946,344708.875588158
137,698959.1875,1759,0.65,5830164.0504446,8.34120812017311,349487.409030579
141,706124.8125,174,0.06,5837183.2822774,8.26650356841468,354341.183731543
142,716942.75,519,0.19,5844206.93184156,8.15156709770977,359160.137550289
143,723467.1875,158,0.06,5851240.91500687,8.08777649643837,363995.037718528
144,731746.25,286,0.11,5858282.86090096,8.00589392962514,368787.999715614
145,740613.125,408,0.15,5865331.99276859,7.91956258237875,373563.766166725
146,749750.25,634,0.24,5872387.96758621,7.83245883223941,378330.640956767
147,753765.0,70,0.03,5879457.88881215,7.80012057977242,383092.430816296
148,762088.625,332,0.12,5886535.85459889,7.72421429935251,387784.488654064
149,776437.5,446,0.17,5893613.55315097,7.59058334141637,392463.290358388
150,782874.0,117,0.04,5900701.95752427,7.5372307134025,397203.712699643
151,799142.3125,2958,1.1,5907787.45703125,7.39266006144713,401907.008886233
159,802743.375,83,0.03,5914887.6574235,7.36834191552625,406692.976399651
160,812496.25,331,0.12,5921994.05214136,7.28864170405877,411407.862097275
161,824230.9375,379,0.14,5929103.90306834,7.19349836715919,416126.549013777
162,833185.5,325,0.12,5936221.1075419,7.1247292560203,420871.948879896
163,839745.5625,414,0.15,5943349.04536713,7.07755933556021,425611.185099668
164,848165.6875,591,0.22,5950485.15651261,7.01571077940194,430317.257570126
166,857952.6875,263,0.1,5957627.55829243,6.94400477449688,435012.183749113
167,867874.4375,264,0.1,5964776.08795646,6.87285606099726,439711.522679679
168,878310.1875,303,0.11,5971930.0484353,6.79934052163696,444416.609655726
169,886786.375,276,0.1,5979092.22262324,6.74242680219713,449132.844197512
170,899479.1875,2034,0.75,5986256.69799013,6.65524759347489,453838.796141624
175,903071.1875,65,0.02,5993436.33854167,6.63672634173335,458579.651368841
176,910529.6875,259,0.1,6000625.7397454,6.59025820038998,463258.509643906
177,919356.4375,296,0.11,6007823.00504603,6.53481365876228,467917.58441324
178,929469.1875,297,0.11,6015026.34379433,6.47146395457496,472571.593207949
179,939524.375,291,0.11,6022235.86363636,6.40987719305991,477233.813557868
180,949015.5625,518,0.19,6029452.39322546,6.35337567841567,481903.415188597
181,954291.1875,85,0.03,6036681.96759259,6.32582805611688,486574.536661711
182,959807.875,314,0.12,6043924.29868046,6.29701470065606,491205.394590803
183,967760.625,285,0.11,6051175.96107143,6.25276106999231,495799.536555599
184,979252.875,309,0.11,6058431.93115165,6.18679003740647,500381.68304535
185,990021.3125,252,0.09,6065693.26441619,6.12683099629352,504986.213737222
186,999994.4375,4355,1.61,6072961.125,6.07299490603416,509605.595630201
196,1002186.625,67,0.02,6080246.72054598,6.06698050928985,514231.905459161
197,1012326.125,273,0.1,6087538.6926259,6.01341656832762,518792.229940851
198,1021470.1875,280,0.1,6094838.50315202,5.96673165574107,523361.988228436
199,1031141.1875,272,0.1,6102145.42568543,5.91785635144695,527931.788221753
200,1039312.875,355,0.13,6109461.65769509,5.87836618274847,532506.419124283
201,1047432.125,632,0.23,6116787.31548481,5.83979350020872,537072.243051091
203,1057466.5,249,0.09,6124119.66449275,5.79131316641497,541629.027711349
204,1068092.75,289,0.11,6131457.87481858,5.74056688880116,546193.961094434
205,1078835.5,307,0.11,6138801.80268895,5.69021116072743,550772.020646238
206,1083658.875,286,0.11,6146160.0893377,5.67167420590516,555363.876988444
207,1098335.375,1460,0.54,6153518.43440233,5.60258603561989,559918.144212682
211,1108041.125,221,0.08,6160884.09470803,5.56015833320991,564520.000886078
212,1118128.875,415,0.15,6168256.54385965,5.51658818743917,569126.112107382
213,1124487.625,143,0.05,6175641.27141288,5.49196019068052,573739.580703118
214,1131034.125,254,0.09,6183038.05608504,5.46671220559773,578329.147738926
215,1138941.125,292,0.11,6190444.95319383,5.43526334883538,582896.957468356
216,1148829.375,500,0.19,6197859.09375,5.39493438157429,587454.696546484
217,1155649.25,129,0.05,6205285.0287187,5.36952282772537,592018.718322529
218,1159990.5,1043,0.39,6212726.4660767,5.35584254015589,596564.125836057
221,1165768.25,240,0.09,6220181.35265879,5.33569288120412,601071.536829369
222,1169242.125,148,0.05,6227653.15625,5.32623057542509,605553.256775167
223,1178215.875,279,0.1,6235133.80407407,5.29201306515589,609991.75180056
224,1186859.375,279,0.1,6242623.8254822,5.25978389434906,614431.002763055
225,1199712.75,4039,1.5,6250117.00687221,5.20967790570886,618868.432005202
235,1200281.0,55,0.02,6257631.6437872,5.21347221507897,623336.465220547
236,1202508.875,238,0.09,6265165.35879285,5.21007826972823,627740.621974588
237,1210852.25,330,0.12,6272709.10970149,5.18040835263055,632094.926921751
238,1218438.0,290,0.11,6280264.07399103,5.154356704232,636446.485741888
239,1225993.5,263,0.1,6287830.34730539,5.12876320086965,640789.705997545
240,1237472.625,510,0.19,6295402.09801349,5.08730615193487,645124.548916082
241,1241516.0,76,0.03,6302990.51557808,5.07685000884248,649480.049475523
242,1243090.625,204,0.08,6310599.38759398,5.07654008539722,653801.479771322
243,1249338.75,735,0.27,6318221.76807229,5.05725270113673,658071.690968631
245,1253952.875,213,0.08,6325860.18269231,5.04473518009384,662325.410817778
246,1260156.875,260,0.1,6333512.30249245,5.02597131209751,666551.321276222
247,1268880.625,284,0.11,6341174.3776475,4.99745543647773,670761.289742348
248,1278544.625,364,0.13,6348845.02878788,4.96568121647524,674973.39773712
249,1282503.125,193,0.07,6356532.95276935,4.95634889994467,679194.175550147
250,1287789.125,243,0.09,6364236.21086626,4.94198629831282,683383.821032438
251,1293646.25,218,0.08,6371954.00380518,4.92557683663921,687552.133473594
252,1299984.375,2445,0.91,6379685.6648247,4.90750949589274,691703.463038843
259,1300571.0,395,0.15,6387440.03835878,4.9112582383882,695841.428426334
260,1303708.25,160,0.06,6395213.32855505,4.90540220832003,699927.439045075
261,1309634.0,266,0.1,6403001.3520291,4.88915326879807,703979.659252826
262,1318381.625,382,0.14,6410799.84854294,4.862628336877,708017.354857807
263,1323417.375,212,0.08,6418614.56816436,4.85003045102409,712059.502342193
264,1329600.0,243,0.09,6426443.82134615,4.83336629162617,716081.593609678
265,1333792.875,245,0.09,6434290.74114022,4.82405541500603,720091.517834452
266,1339239.375,332,0.12,6442153.47472994,4.81030769777803,724076.59158228
267,1341571.125,284,0.11,6450036.90958269,4.80782329716786,728045.383733362
268,1345139.625,260,0.1,6457939.22736068,4.80094341682982,731978.241049174
269,1349726.125,737,0.27,6465858.9375969,4.79049698885905,735883.727571153
270,1350008.25,2,0.0,6473802.80512422,4.7953801801761,739768.806035893
271,1354002.5,259,0.1,6481765.16951788,4.78711462461693,743606.789960195
272,1359714.5,288,0.11,6489743.44158879,4.7728721298396,747421.763147944
273,1364530.75,234,0.09,6497739.09321373,4.76188542706988,751224.823625286
274,1369594.25,250,0.09,6505751.81953125,4.75013079204388,755010.662676982
275,1377690.625,375,0.14,6513776.95442097,4.72804041503946,758781.114132951
276,1382260.875,124,0.05,6521820.0830721,4.71822663943382,762554.952613848
277,1383333.375,545,0.2,6529886.78120094,4.72039994061514,766310.746082855
278,1383918.875,398,0.15,6537977.92570755,4.72424940783292,770027.749871513
279,1386489.5,221,0.08,6546090.50590551,4.72134156508615,773703.744632761
280,1390796.25,411,0.15,6554221.88485804,4.71256798748058,777351.278890899
281,1393207.0,240,0.09,6562375.14691943,4.710265701306,780981.130790953
282,1396091.125,320,0.12,6570549.64695411,4.7063902415067,784582.459433359
283,1399800.125,2481,0.92,6578744.17868463,4.69977396143226,788158.533501
289,1400235.5,30,0.01,6586964.03373016,4.70418299902421,791714.58926553
290,1402140.5,225,0.08,6595206.99642289,4.7036705639862,795232.051177289
291,1407494.25,256,0.09,6603467.68550955,4.69164807281419,798720.030768225
292,1411210.0,264,0.1,6611748.79824561,4.68516294403074,802198.740592406
293,1418085.625,437,0.16,6620045.38478434,4.66829736376768,805659.03183904
294,1422070.0,148,0.05,6628362.1454,4.6610660132061,809119.069088537
295,1424897.875,291,0.11,6636701.03044872,4.65766785598492,812562.613644219
296,1428594.25,283,0.1,6645060.7524077,4.65146821948059,815983.481026095
297,1432445.75,283,0.1,6653441.16237942,4.64481196748946,819386.874187062
298,1436513.375,250,0.09,6661842.01227858,4.6375078215186,822773.939799288
299,1439937.125,492,0.18,6670264.43951613,4.63233034533791,826146.134498193
300,1440496.0,69,0.03,6678713.17689822,4.63639828010506,829500.183626618
301,1442435.75,202,0.07,6687186.11771845,4.63603742330877,832820.81306343
302,1448731.375,697,0.26,6695676.31989465,4.62175144090784,836116.028938763
304,1452646.25,195,0.07,6704187.73234578,4.61515508840902,839409.659831565
305,1458458.0,403,0.15,6712717.37418699,4.60261274180469,842688.999885942
306,1462488.375,150,0.06,6721268.23574919,4.59577549513799,845964.366907825
307,1466170.125,303,0.11,6729840.98960033,4.59008192490645,849226.398696672
308,1470977.75,242,0.09,6738433.90339052,4.5809217055734,852473.470940374
309,1476461.75,248,0.09,6747045.96910802,4.56973976407314,855711.713239116
310,1480252.25,254,0.09,6755680.05717213,4.56387082483552,858944.786347245
311,1483603.75,252,0.09,6764336.99692118,4.55939599567687,862163.996003477
312,1489400.5,271,0.1,6773012.87931743,4.54747590008022,865367.29370449
313,1494868.375,256,0.09,6781708.33978583,4.53665918230816,868567.463993185
314,1499996.5,2292,0.85,6790424.03589109,4.52695992016721,871762.876804444
320,1502716.0,196,0.07,6799164.04917355,4.52458352022175,874951.879967873
321,1508813.75,271,0.1,6807922.90728477,4.51210290685962,878122.405826622
322,1514596.375,318,0.12,6816701.22657546,4.50067182194032,881291.709063674
323,1519077.125,268,0.1,6825501.2666113,4.49318942026153,884458.232393355
324,1522497.75,136,0.05,6834324.89975042,4.48888998341733,887615.540316771
325,1526392.25,231,0.09,6843171.45416667,4.48323257286367,890758.521552827
326,1532386.75,278,0.1,6852037.53881469,4.47148054419988,893889.722185572
327,1538826.875,321,0.12,6860922.50647993,4.4585408650859,897019.609576819
328,1542501.125,259,0.1,6869831.08500838,4.45369599649944,900150.376725225
329,1549186.125,570,0.21,6878758.34165268,4.44024009164986,903268.584241122
331,1554298.25,212,0.08,6887707.01407563,4.43139340475718,906388.95883416
332,1559554.0,286,0.11,6896676.96864478,4.42221107357923,909503.90734938
333,1563878.875,264,0.1,6905669.88279933,4.41573192987809,912614.194874024
334,1569208.0,203,0.08,6914684.17652027,4.4064803241637,915715.455255577
335,1577768.125,335,0.12,6923714.49132826,4.3882965954381,918812.576320716
336,1582939.625,211,0.08,6932766.65211864,4.37967850613294,921920.857210713
337,1586954.375,268,0.1,6941842.73408319,4.37431777714668,925024.231707376
338,1593340.125,195,0.07,6950938.82695578,4.36249531276681,928117.363218089
339,1599921.625,2755,1.02,6960054.69953152,4.35024728135137,931211.422575214
346,1600856.5,96,0.04,6969200.08895051,4.35341961565606,934307.303141996
347,1606828.25,298,0.11,6978366.53653846,4.34294488943573,937378.958427056
348,1614513.75,243,0.09,6987551.21596747,4.32796017746363,940449.826737023
349,1619741.375,257,0.1,6996758.43696398,4.31967630447421,943527.744194845
350,1624895.875,309,0.11,7005988.44136598,4.31165377988665,946601.442516687
351,1631513.125,271,0.1,7015238.82917384,4.29983597537644,949670.648093534
352,1638540.25,412,0.15,7024508.99913793,4.28705306393171,952742.010602122
353,1640935.375,105,0.04,7033807.05375648,4.28646195390631,955817.339029915
354,1645019.75,212,0.08,7043130.21518166,4.28148672086257,958875.901690496
355,1649948.75,409,0.15,7052477.15012998,4.2743613400901,961925.429905205
356,1654018.5,185,0.07,7061849.47417535,4.26951057329489,964969.780879076
357,1659437.0,260,0.1,7071244.97413043,4.26123135384497,968005.237791502
358,1663141.5,171,0.06,7080666.75718641,4.25740489139764,971037.833239785
359,1667055.25,277,0.1,7090114.59576789,4.25307715252262,974060.119994197
360,1672486.25,224,0.08,7099585.97399476,4.24492935233085,977073.14229857
361,1679125.75,319,0.12,7109078.89908056,4.23379779571635,980083.588652256
362,1682762.75,168,0.06,7118598.75197368,4.23030445139916,983096.701416686
363,1687105.375,259,0.1,7128144.43453427,4.22507363212821,986099.559994296
364,1693867.25,213,0.08,7137711.82394366,4.21385549779279,989095.311340475
365,1699919.375,1174,0.44,7147302.28681658,4.20449486718544,992094.340866685
368,1702670.875,132,0.05,7156921.77694346,4.20335009074696,995093.599485894
369,1708989.25,249,0.09,7166564.13539823,4.19345185196351,998079.157610426
370,1717714.125,363,0.13,7176225.21697695,4.1777762158048,1001066.17480534
371,1723615.0,196,0.07,7185910.13743339,4.1690923654258,1004064.7017936
372,1728734.375,185,0.07,7195620.41459075,4.16236324021193,1007062.82803613
373,1733971.75,275,0.1,7205355.97370766,4.15540563086317,1010057.31578287
374,1739665.75,296,0.11,7215116.13482143,4.14741517720943,1013048.69774244
375,1744293.25,250,0.09,7224902.93783542,4.14202310181239,1016038.89137313
376,1749967.75,382,0.14,7234714.64964158,4.13419884431675,1019023.5403839
377,1757311.875,407,0.15,7244548.40686715,4.12251718657916,1022006.98613743
378,1763066.625,179,0.07,7254407.18705036,4.11465289183292,1024996.0304011
379,1767735.5,230,0.09,7264293.08198198,4.10937783507882,1027984.17046021
380,1774836.25,236,0.09,7274201.84882671,4.09851998956338,1030967.03872448
381,1781433.625,288,0.11,7284134.52192586,4.08891716183131,1033954.46527579
382,1787563.125,230,0.09,7294092.07880435,4.08046685277442,1036944.38191468
383,1794522.0,247,0.09,7304073.14972777,4.07020540830804,1039934.89483534
384,1799999.125,2395,0.89,7314080.55704545,4.06338006250167,1042929.28810981
390,1801436.0,130,0.05,7324121.80396175,4.06571302225655,1045921.65900661
391,1807817.25,214,0.08,7334188.05314781,4.05693000946186,1048896.12491603
392,1814728.375,230,0.09,7344278.47303473,4.04704008280839,1051872.28619087
393,1821620.375,321,0.12,7354393.23145604,4.0372809463421,1054852.19278778
394,1828717.125,214,0.08,7364532.08669725,4.02715761011821,1057835.7265707
395,1834973.5,226,0.08,7374696.71645221,4.01896633191281,1060823.63896772
396,1840285.25,288,0.11,7384889.00276243,4.01290452268877,1063812.63457016
397,1847679.75,506,0.19,7395105.25599631,4.0023739265402,1066799.06770643
398,1852092.875,90,0.03,7405351.11991682,3.99836920700687,1069790.94771521
399,1858222.125,295,0.11,7415623.58101852,3.99070890463029,1072776.83293386
400,1864690.75,233,0.09,7425922.15769944,3.98238804890272,1075763.31693411
