of HHincome,mean(HHincome),      Freq.,Percent,e(y| y > z),inv Pareto,e(y| y <z)
719,4026874.75,193,0.07,11962339.097786,2.97062606622815,1961472.15791652
720,4040290.75,198,0.07,11991680.0175926,2.96802402589284,1965354.49361592
721,4053554.5,239,0.09,12021189.777881,2.96559224203869,1969247.43218325
722,4066730.0,175,0.06,12050870.5979478,2.96328268607647,1973150.62893946
723,4081237.25,271,0.1,12080719.411985,2.96006300834018,1977063.86140873
724,4097685.25,377,0.14,12110730.818609,2.95550538407239,1980989.55802924
725,4105211.5,112,0.04,12140940.3254717,2.95744575534578,1984931.26322844
726,4117844.75,247,0.09,12171330.8390152,2.95575272453269,1988872.30456073
727,4134221.0,211,0.08,12201890.1920152,2.95143636298476,1992822.16067471
728,4146993.75,188,0.07,12232634.0715649,2.94975946649664,1996787.71408087
729,4159073.25,211,0.08,12263567.2547893,2.94862978303863,2000762.21691991
730,4171624.25,199,0.07,12294690.1125,2.94721896692877,2004744.34059718
731,4184985.75,194,0.07,12326001.7123552,2.94529120256986,2008734.91133273
732,4198743.0,566,0.21,12357502.7151163,2.94314339199048,2012735.37243322
734,4205526.5,138,0.05,12389222.4669261,2.94593850898956,2016746.39560307
735,4217273.0,162,0.06,12421144.1445313,2.94530236589646,2020755.15037302
736,4231639.5,271,0.1,12453259.8490196,2.94289242952279,2024770.72231018
737,4246211.0,210,0.08,12485571.0649606,2.94040288270193,2028797.85511619
738,4258312.5,182,0.07,12518089.8735178,2.93968323684976,2032836.85902308
739,4273614.5,228,0.08,12550806.0456349,2.93681286546433,2036883.17837031
740,4287345.5,157,0.06,12583728.1992032,2.93508610379154,2040942.58185784
741,4298946.5,332,0.12,12616867.326,2.93487423628091,2045012.15236172
742,4304350.0,99,0.04,12650250.9297189,2.93894570137625,2049087.98300845
743,4315467.0,187,0.07,12683858.9294355,2.93916253546499,2053158.85307522
744,4329440.0,287,0.11,12717682.4878543,2.93748902579878,2057235.08397058
745,4339756.5,101,0.04,12751739.097561,2.93835359139642,2061321.78345984
746,4350315.5,203,0.08,12786030.622449,2.93910421495843,2065412.33052724
747,4362861.0,152,0.06,12820551.8094262,2.9385652693098,2069507.13907468
748,4373768.5,154,0.06,12855312.2345679,2.939184420613,2073609.73989923
749,4389386.5,192,0.07,12890295.3987603,2.93669636947221,2077717.16625656
750,4399843.5,452,0.17,12925525.4896266,2.93772391895906,2081837.78895485
751,4402527.0,44,0.02,12961037.9833333,2.94399965822659,2085962.35427699
752,4415111.5,211,0.08,12996794.9979079,2.94370708370739,2090077.03393192
753,4432030.0,208,0.08,13032781.4054622,2.94058961817997,2094199.4354675
754,4448050.0,164,0.06,13069003.9008439,2.9381423097411,2098337.18867906
755,4463695.0,217,0.08,13105467.0741525,2.93601311786593,2102488.62474147
756,4481271.0,199,0.07,13142165.7808511,2.93268712846223,2106653.00988302
757,4499174.5,627,0.23,13179101.6410256,2.92922660390826,2110833.67535858
759,4506390.0,103,0.04,13216323.5793991,2.93279622478284,2115031.11090276
760,4524553.5,225,0.08,13253788.1056034,2.92930299213026,2119226.47737486
761,4543801.5,240,0.09,13291493.6753247,2.92519241329637,2123438.95902569
762,4557646.0,141,0.05,13329466.926087,2.92463849234604,2127670.36206935
763,4575315.5,234,0.09,13367694.6615721,2.92169898700364,2131911.15724899
764,4597083.0,494,0.18,13406162.2565789,2.91623237095762,2136167.95923985
766,4614311.5,218,0.08,13444892.876652,2.91373759154578,2140447.81148465
767,4633349.5,190,0.07,13483882.0066372,2.91018020691881,2144742.71372165
768,4648097.0,183,0.07,13523152.1622222,2.90939542832738,2149055.72374986
769,4661583.0,264,0.1,13562712.7388393,2.90946503341017,2153379.32457383
770,4677455.5,157,0.06,13602556.941704,2.90811039072505,2157711.28256247
771,4696081.5,325,0.12,13642676.2004505,2.90511912973624,2162055.66914426
772,4705209.0,74,0.03,13683117.2285068,2.90807852074303,2166417.1593867
773,4717435.0,188,0.07,13723870.3295455,2.90918058850741,2170779.34467985
774,4736129.0,162,0.06,13764910.2442922,2.90636303282538,2175147.53619841
775,4751680.5,217,0.08,13806255.3348624,2.9055521167432,2179532.77843094
776,4768594.5,183,0.07,13847903.5414747,2.90398010178359,2183929.61214303
777,4795817.0,587,0.22,13889811.349537,2.89623464563745,2188340.30307794
779,4803572.0,46,0.02,13932072.927907,2.90035684442889,2192782.3417439
780,4814172.5,151,0.06,13974679.9392523,2.90282077330057,2197222.46021032
781,4831837.0,234,0.09,14017604.084507,2.90109208661365,2201665.49932712
782,4847601.0,151,0.06,14060858.8160377,2.90058088857514,2206123.41712487
783,4863522.5,182,0.07,14104448.0876777,2.90004787428818,2210592.92234124
784,4882872.5,208,0.08,14148360.352381,2.89754859509048,2215074.2223035
785,4898958.0,254,0.09,14192615.8660287,2.8970682879969,2219573.03896066
786,4916974.0,201,0.07,14237210.2980769,2.89552279472638,2224083.78805332
787,4935360.0,172,0.06,14282146.7729469,2.89384093013415,2228609.65395575
788,4952690.5,186,0.07,14327435.3956311,2.89285902190558,2233151.181382
789,4975496.0,195,0.07,14373054.6121951,2.88876819762193,2237706.52362424
790,4998350.5,1042,0.39,14419009.0441176,2.88475348899955,2242284.76689577
793,5004907.5,54,0.02,14465383.9285714,2.89024001513943,2246885.87830329
794,5021683.5,214,0.08,14512134.9207921,2.88989437920412,2251482.58100612
795,5046653.5,223,0.08,14559226.8681592,2.88492698540908,2256091.90033889
796,5068212.5,236,0.09,14606681.94,2.88201845127843,2260727.38472371
797,5094834.0,328,0.12,14654480.1708543,2.8763410487671,2265383.24726977
798,5104031.0,56,0.02,14702714.7626263,2.88060843725798,2270067.76838356
799,5120269.0,195,0.07,14751356.6192893,2.8809729760857,2274752.00513003
800,5143434.5,203,0.08,14800376.630102,2.87752796892855,2279447.57772883
801,5162822.0,208,0.08,14849799.9871795,2.87629517097035,2284165.84283966
802,5193072.0,514,0.19,14899576.935567,2.86912581523364,2288900.47467709
803,5200281.0,2,0.0,14949832.3549223,2.87481241012212,2293669.22923427
804,5209401.5,163,0.06,15000563.765625,2.87951768847631,2298434.1665634
805,5232693.5,214,0.08,15051704.447644,2.87647354993064,2303198.4338849
806,5252478.5,241,0.09,15103279.3210526,2.87545761892269,2307985.19052887
807,5279253.0,236,0.09,15155258.2962963,2.87072021293473,2312788.60538935
808,5299903.0,234,0.09,15207680.3989362,2.86942617608967,2317619.98062487
809,5317169.0,160,0.06,15260570.8342246,2.87005563190198,2322469.22130678
810,5336739.0,189,0.07,15313924.7688172,2.86952852084713,2327330.74692154
811,5356996.0,210,0.08,15367746.0054054,2.86872456231168,2332208.23193464
812,5377302.5,191,0.07,15422041.8940217,2.86798853031269,2337102.71052374
813,5398086.0,342,0.13,15476817.6092896,2.86709356043783,2342014.18029672
814,5405953.0,70,0.03,15532152.0302198,2.87315706041465,2346943.32839302
815,5420193.5,224,0.08,15588019.2044199,2.87591563002684,2351869.26989319
816,5442002.0,197,0.07,15644385.9666667,2.87474829422456,2356802.2670477
817,5462331.5,174,0.06,15701268.952514,2.87446284659105,2361754.43355324
818,5492907.0,427,0.16,15758619.3005618,2.86890335127862,2366723.30705717
819,5505293.5,53,0.02,15816547.6949153,2.87297084068547,2371725.20096587
820,5519890.0,160,0.06,15875051.4318182,2.87597242550453,2376730.90112408
821,5547561.0,232,0.09,15934065.6628571,2.87226506618983,2381743.91404094
822,5579171.5,199,0.07,15993576.5488506,2.86665798835017,2386785.02405043
823,5598782.0,333,0.12,16053662.066474,2.8673490174245,2391860.36026021
824,5612714.5,131,0.05,16114365.25,2.87104666556619,2396950.71206932
825,5630744.5,222,0.08,16175672.9736842,2.87274142410195,2402047.00967301
826,5657061.5,207,0.08,16237547.1588235,2.87031476656627,2407155.70823366
827,5684189.0,165,0.06,16299993.0650888,2.86760223227777,2412289.84060612
828,5702163.0,211,0.08,16363075.3869048,2.86962603259583,2417450.56483229
829,5723821.5,184,0.07,16426783.494012,2.86989793340201,2422623.34032074
830,5748668.0,188,0.07,16491109.4909639,2.86868357869403,2427813.90346489
831,5774957.5,175,0.06,16556055.8666667,2.8668705989034,2433027.175202
832,5797186.5,238,0.09,16621658.7286585,2.86719406537267,2438265.31050732
833,5820674.0,273,0.1,16687922.4386503,2.86700860392633,2443521.83819041
834,5849698.5,184,0.07,16754825.0555556,2.86422027657589,2448798.63844324
835,5875090.5,178,0.07,16822401.0465838,2.86334330451316,2454104.2544519
836,5901102.0,218,0.08,16890659.165625,2.86228897003051,2459432.89346366
837,5928227.0,203,0.08,16959605.2798742,2.86082251571578,2464785.41151426
838,5960634.5,197,0.07,17029219.0189873,2.85694736340357,2470163.42640322
839,5997552.5,1063,0.39,17099484.410828,2.85107707032627,2475575.00946306
842,6009654.5,93,0.03,17170573.0641026,2.85716476115267,2481026.98700259
843,6034746.0,207,0.08,17242417.1096774,2.8571901965182,2486480.81623442
844,6061491.0,184,0.07,17315020.525974,2.85656128598954,2491956.5341106
845,6090759.0,235,0.09,17388381.7124183,2.85487928719857,2497456.58721675
846,6113767.0,151,0.06,17462556.8092105,2.85626796199635,2502984.74477488
847,6141987.5,190,0.07,17537527.4668874,2.85535056313407,2508531.26129596
848,6174035.0,212,0.08,17613284.0833333,2.852799519817,2514104.04693815
849,6198221.0,228,0.08,17689895.2449664,2.85402783233551,2519708.84165953
850,6223039.5,190,0.07,17767374.0,2.85509580969235,2525333.47798726
851,6253991.0,192,0.07,17845696.3333333,2.85348928921281,2530978.83069263
852,6289722.0,246,0.09,17924846.8424658,2.84986313265765,2536654.15412145
853,6310805.0,122,0.05,18004943.6827586,2.85303438828464,2542366.58615475
854,6343254.0,215,0.08,18085927.6388889,2.85120659505183,2548093.69620619
855,6388184.0,334,0.12,18167730.041958,2.84395847739483,2553852.66480071
856,6410331.0,97,0.04,18250528.6267606,2.84704933750856,2559662.25773284
857,6437313.5,203,0.08,18334310.2943262,2.84813071389583,2565487.77776652
858,6464443.0,147,0.05,18419095.0607143,2.84929344426338,2571336.45710524
859,6496158.5,323,0.12,18504871.5827338,2.84858683524021,2577208.41267522
860,6520617.0,132,0.05,18591714.0072464,2.85122006203498,2583110.44593926
861,6554997.5,214,0.08,18679573.2518248,2.84966901235657,2589031.50842657
862,6593966.5,278,0.1,18768438.0073529,2.84630472528985,2594986.41231782
863,6611990.0,117,0.04,18858485.7703704,2.85216489594969,2600981.88471315
864,6646326.0,188,0.07,18949621.2910448,2.85114231397087,2606986.38787975
865,6677773.5,159,0.06,19041890.8233083,2.85153289839919,2613024.26472896
866,6708481.5,219,0.08,19135325.7424242,2.85240791711571,2619091.05463234
867,6743908.0,200,0.07,19229916.7175573,2.85145003721244,2625185.52623498
868,6788965.5,325,0.12,19325616.3423077,2.84662167487929,2631314.57753522
869,6811185.5,89,0.03,19422627.4341085,2.85157810400385,2637492.36493859
870,6844326.0,209,0.08,19520895.4140625,2.85212823206587,2643684.78798764
871,6890772.0,199,0.07,19620345.2047244,2.84733629333904,2649907.96015359
872,6928155.0,178,0.07,19721076.8730159,2.8465120761611,2656181.42766815
873,6975450.0,174,0.06,19823041.888,2.84182983004681,2662491.58065535
874,6999964.5,535,0.2,19926453.8024194,2.84665069407414,2668852.8762591
875,7020599.5,105,0.04,20031379.4471545,2.85322919319845,2675231.53844429
876,7055317.0,189,0.07,20137740.6147541,2.85426446674956,2681621.78544657
877,7094299.0,191,0.07,20245537.6528926,2.85377563771876,2688044.24537984
878,7131649.0,191,0.07,20354820.0583333,2.85415337439256,2694505.02947752
879,7181183.0,348,0.13,20465522.8907563,2.84988182180517,2701001.57994681
880,7212582.5,88,0.03,20577835.9449153,2.85304687258901,2707551.55278314
881,7251018.5,194,0.07,20691740.3675214,2.85363226800778,2714128.24029733
882,7294913.0,217,0.08,20807230.2586207,2.85229313339593,2720741.78294996
883,7333241.5,203,0.08,20924395.3782609,2.85336237436894,2727399.96521641
884,7377485.5,161,0.06,21043227.9210526,2.85235774723686,2734094.50233092
885,7409028.5,209,0.08,21163884.5530973,2.85649927694263,2740833.82163087
886,7457531.0,186,0.07,21286262.7098214,2.85433110634356,2747599.32116474
887,7500148.0,217,0.08,21410461.9414414,2.85467192666617,2754415.43068549
888,7534618.5,164,0.06,21536605.9727273,2.85835387322228,2761273.42572785
889,7587271.0,315,0.12,21664581.5229358,2.85538522651106,2768161.36955797
890,7613188.5,68,0.03,21794687.0138889,2.86275415535671,2775105.33156149
891,7650931.0,174,0.06,21926871.6495327,2.86590895271866,2782066.60230744
892,7699935.0,225,0.08,22061088.0330189,2.86510055383829,2789062.09713171
893,7755404.5,184,0.07,22197332.6380952,2.86217600101906,2796107.82583023
894,7810755.5,239,0.09,22335665.1105769,2.85960367221544,2803212.83539208
895,7857580.0,170,0.06,22476229.0436893,2.86045182405898,2810376.70186505
896,7923931.5,194,0.07,22618898.627451,2.85450456347975,2817586.99229096
897,7993538.5,692,0.26,22763704.1732673,2.8477631243369,2824871.36391394
899,8021157.5,92,0.03,22911129.64,2.85633708601284,2832234.13761207
900,8073819.0,241,0.09,23061001.4646465,2.85626931501022,2839615.25192556
901,8124063.0,126,0.05,23213419.2040816,2.857365729941,2847050.20043135
902,8173001.0,182,0.07,23368475.0618557,2.85922821517527,2854535.32496975
903,8223401.5,233,0.09,23526236.2447917,2.86088867785328,2862068.56246979
904,8287171.0,171,0.06,23686647.4578947,2.85823080734001,2869651.77737436
905,8344719.5,176,0.07,23849859.4574468,2.85807802856007,2877303.64068315
906,8401923.0,240,0.09,24015966.3010753,2.8583892403055,2885015.08759333
907,8474311.0,308,0.11,24184897.3369565,2.85390721876463,2892785.38042771
908,8521055.0,104,0.04,24357027.4725275,2.85845208985595,2900635.62743132
909,8574870.0,218,0.08,24532384.7777778,2.86096288081076,2908529.47486471
910,8629848.0,124,0.05,24711064.9662921,2.86344150746249,2916476.65652689
911,8682015.0,214,0.08,24893213.2613636,2.86721610839922,2924478.57717601
912,8767301.0,258,0.1,25078568.5747126,2.86046624550847,2932531.07566947
913,8830844.0,126,0.05,25267495.6046512,2.8612775409294,2940680.19567552
914,8893297.0,190,0.07,25460133.2352941,2.86284526821651,2948895.20795491
915,8984738.0,446,0.17,25656268.8928571,2.85553890306619,2957174.31908589
916,9024926.0,97,0.04,25856646.5180723,2.86502587589885,2965557.57872555
917,9079692.0,161,0.06,26061243.5243902,2.8702783667541,2973973.36819954
918,9155408.0,262,0.1,26269957.5432099,2.86933772292943,2982441.77129497
919,9245699.0,169,0.06,26482760.775,2.86433300229653,2990991.58601617
920,9311913.0,204,0.08,26700113.278481,2.86730699465094,2999642.63361504
921,9388476.0,213,0.08,26922057.3461538,2.86756416548904,3008361.23909347
922,9473757.0,225,0.08,27148658.6493507,2.8656697284246,3017161.39738437
923,9560281.0,229,0.08,27380084.6710526,2.86394141250164,3026054.77975712
924,9642363.0,147,0.05,27616587.6266667,2.86408918920255,3035042.71128428
925,9716646.0,167,0.06,27858478.7297297,2.86708795707179,3044118.70069186
926,9794927.0,191,0.07,28105924.6438356,2.86943686704716,3053271.68738501
927,9887502.0,196,0.07,28358958.2916667,2.86816207892212,3062506.83164886
928,9986232.0,535,0.2,28617729.084507,2.86571842958456,3071843.35034702
930,10056000.0,168,0.06,28882896.6428571,2.87220531452438,3081289.23648043
931,10160038.0,231,0.09,29154242.4202899,2.86950131685431,3090804.5308372
932,10253660.0,155,0.06,29432192.1617647,2.87040843579412,3100435.63910582
933,10334063.0,183,0.07,29717238.8656716,2.87565876709593,3110167.91714785
934,10455461.0,289,0.11,30009083.9848485,2.87018276715379,3119982.99198868
935,10541406.0,108,0.04,30308586.7230769,2.87519394690584,3129936.15075125
936,10624533.0,185,0.07,30616150.0625,2.88164666272861,3139978.7928234
937,10744961.0,235,0.09,30931565.7619048,2.87870433051407,3150106.74168291
938,10855613.0,173,0.06,31255371.4516129,2.87918991323778,3160370.0582482
939,10971226.0,286,0.11,31587898.4262295,2.87915848477003,3170755.00148943
940,11055225.0,141,0.05,31930109.65,2.88823697844232,3181267.76563837
941,11174687.0,183,0.07,32281896.4745763,2.88884122432926,3191865.28546927
942,11297018.0,215,0.08,32643704.7241379,2.88958597075245,3202594.88454795
943,11430647.0,172,0.06,33015863.6315789,2.88836350484613,3213459.88201835
944,11561927.0,262,0.1,33398969.6428571,2.88870269141616,3224474.87815505
945,11708329.0,180,0.07,33793344.9272727,2.88626540365177,3235636.12597546
946,11868438.0,215,0.08,34199361.7222222,2.88153855816766,3246963.25548619
947,11995773.0,301,0.11,34618297.3584906,2.88587466255743,3258473.90267513
948,12092972.0,191,0.07,35051476.6923077,2.8984997808899,3270123.63480489
949,12241858.0,198,0.07,35498724.1176471,2.89978237924726,3281871.76844697
950,12414566.0,187,0.07,35960407.28,2.89663023902728,3293786.64375488
951,12539478.0,195,0.07,36438385.4285714,2.9058933257486,3305899.2325414
952,12719100.0,201,0.07,36932537.2083333,2.90370680380949,3318145.35822768
953,12933162.0,314,0.12,37443162.212766,2.89512821479898,3330596.9537797
954,13087981.0,156,0.06,37972622.673913,2.90133540642465,3343298.75939639
955,13244984.0,154,0.06,38522125.7555556,2.90843127900763,3356171.52325452
956,13410235.0,214,0.08,39092850.5454545,2.91515029717634,3369217.45000484
957,13620765.0,161,0.06,39685224.627907,2.91358265324356,3382446.72213922
958,13800412.0,187,0.07,40301529.6904762,2.92031351603678,3395918.19355746
959,13983654.0,234,0.09,40943429.097561,2.92794923970237,3409590.32733728
960,14134311.0,165,0.06,41613657.05,2.94415886632182,3423467.05131715
961,14383558.0,227,0.08,42311864.7179487,2.94168276847416,3437504.8546575
962,14643912.0,192,0.07,43039968.7368421,2.93910320799812,3451832.14935035
963,14923232.0,238,0.09,43799880.5405405,2.93501304144709,3466462.31908977
964,15141328.0,170,0.06,44595951.4444444,2.94531308247496,3481418.93747216
965,15400970.0,182,0.07,45430093.7714286,2.94982028868497,3496620.90495915
966,15702467.0,172,0.06,46304435.7352941,2.94886375085483,3512121.35950999
967,15965334.0,216,0.08,47223802.4545455,2.95789630549198,3527973.56450412
968,16242360.0,211,0.08,48191972.53125,2.96705482031244,3544125.98065412
969,16620481.0,212,0.08,49210407.7419355,2.96082933712541,3560595.80428492
970,16947128.0,167,0.06,50285850.4,2.96721960204703,3577512.7540203
971,17246246.0,174,0.06,51425147.1034483,2.98181686051842,3594808.50466193
972,17676212.0,195,0.07,52630466.2142857,2.97747425830182,3612446.02080578
973,18079260.0,237,0.09,53910140.5185185,2.98187760552802,3630592.81561764
974,18568656.0,195,0.07,55269428.3846154,2.97649051092418,3649212.23209236
975,19054230.0,157,0.06,56718036.32,2.97666378121813,3668413.575423
976,19504808.0,171,0.06,58268587.5,2.9873961076674,3688189.68907927
977,19995786.0,202,0.07,59932622.3478261,2.99726264062968,3708493.43530638
978,20435878.0,174,0.06,61727928.9090909,3.0205665207578,3729374.57962009
979,21029174.0,170,0.06,63665964.8571429,3.02750668462503,3750765.74917243
980,21654352.0,143,0.05,65766545.5,3.03710522023471,3772860.90038833
981,22133074.0,155,0.06,68063044.0,3.07517356152155,3795698.05377225
982,22831392.0,216,0.08,70575913.5555556,3.09117874002407,3819087.56390774
983,23720900.0,200,0.07,73332090.8235294,3.09145482774808,3843307.06000468
984,24580430.0,182,0.07,76379069.625,3.1073121839203,3868596.61845251
985,25613070.0,172,0.06,79763469.6,3.11417060118135,3894914.06874672
986,26694856.0,192,0.07,83554084.8571429,3.1299694913935,3922475.18033461
987,28049568.0,173,0.06,87823663.0769231,3.13101660164331,3951337.51343938
988,29339484.0,129,0.05,92697344.6666667,3.15947426569147,3981841.60266287
989,30448586.0,160,0.06,98356322.7272727,3.23024270247797,4013899.30480869
990,31851234.0,177,0.07,105006831.6,3.29679005843227,4047276.43447433
991,33849840.0,188,0.07,112913164.0,3.33570746567783,4082338.17163136
992,36516172.0,167,0.06,122462788.0,3.35365897608325,4119828.72809027
993,39906368.0,195,0.07,134256562.285714,3.36428918526773,4160578.84541342
994,44425728.0,237,0.09,149228368.0,3.35905284433381,4205485.61570813
995,50424252.0,176,0.07,168989191.2,3.35134750635468,4255950.16073234
996,56735584.0,176,0.07,197052593.0,3.47317466583229,4313805.17556851
997,66976284.0,158,0.06,240411362.666667,3.58949986933683,4379414.41064289
998,80290080.0,142,0.05,320472004.0,3.99142713520774,4457660.49762959
999,115134280.0,199,0.07,525809728.0,4.56692592336531,4552332.68177737
1000,525809728.0,191,0.07,,0.0,4690215.40910682
